Date,TAM,TAN,TA1,POM,PON,POX,PRM,PRN,PRX,RR,SA,SD,SLAG
27/09/2001,9.1,5.2,13.4,1007.0,1005.9,1007.9,1013.1,1012.0,1014.1,-1.0,0.0,-1.0,-1.0
28/09/2001,8.2,6.4,11.2,1007.4,1006.2,1008.0,1013.6,1012.4,1014.2,-1.0,0.0,-1.0,-1.0
29/09/2001,9.3,2.7,15.1,1009.1,1008.7,1009.7,1015.2,1014.8,1015.7,-1.0,0.0,-1.0,-1.0
30/09/2001,11.2,9.0,13.1,1000.3,996.7,1004.1,1006.4,1002.7,1010.2,-1.0,0.0,-1.0,-1.0
01/10/2001,13.0,11.6,15.8,977.5,976.0,978.5,983.3,981.8,984.3,-1.0,0.0,-1.0,-1.0
02/10/2001,13.0,12.3,14.2,980.2,979.8,981.0,986.1,985.6,986.9,-1.0,0.0,-1.0,-1.0
03/10/2001,12.0,11.2,13.3,982.1,979.8,984.8,988.0,985.6,990.7,-1.0,0.0,-1.0,-1.0
04/10/2001,11.0,10.1,12.4,991.6,988.9,994.5,997.6,994.9,1000.5,-1.0,0.0,-1.0,-1.0
05/10/2001,10.1,8.4,12.5,999.1,998.8,999.4,1005.1,1004.8,1005.4,-1.0,0.0,-1.0,-1.0
06/10/2001,13.1,11.2,15.6,997.0,995.8,998.0,1003.0,1001.8,1004.0,-1.0,0.0,-1.0,-1.0
07/10/2001,13.0,11.1,15.5,992.6,991.8,993.3,998.5,997.8,999.2,-1.0,0.0,-1.0,-1.0
08/10/2001,13.6,11.4,14.9,988.3,987.4,989.0,994.2,993.3,994.9,-1.0,0.0,-1.0,-1.0
09/10/2001,12.4,10.6,14.9,990.2,989.3,990.7,996.2,995.3,996.6,-1.0,0.0,-1.0,-1.0
10/10/2001,10.1,7.3,12.4,993.9,990.0,997.9,999.9,996.0,1003.9,-1.0,0.0,-1.0,-1.0
11/10/2001,9.4,7.9,11.4,1006.3,1004.8,1007.7,1012.4,1010.9,1013.8,-1.0,0.0,-1.0,-1.0
12/10/2001,11.4,8.5,13.7,1006.0,1001.6,1009.4,1012.0,1007.6,1015.5,-1.0,0.0,-1.0,-1.0
13/10/2001,11.2,8.3,13.6,1008.1,1005.5,1010.0,1014.2,1011.6,1016.2,-1.0,0.0,-1.0,-1.0
14/10/2001,11.2,8.3,13.0,1011.1,1009.6,1012.3,1017.2,1015.7,1018.4,-1.0,0.0,-1.0,-1.0
15/10/2001,13.5,9.0,16.8,1004.1,1003.4,1005.1,1010.1,1009.4,1011.2,-1.0,0.0,-1.0,-1.0
16/10/2001,11.9,9.8,15.5,1012.4,1006.6,1017.2,1018.6,1012.9,1023.4,-1.0,0.0,-1.0,-1.0
17/10/2001,9.9,7.4,13.7,1018.8,1018.3,1019.6,1025.0,1024.5,1025.7,-1.0,0.0,-1.0,-1.0
18/10/2001,8.4,3.5,11.3,1013.7,1012.5,1014.9,1019.8,1018.6,1021.1,-1.0,0.0,-1.0,-1.0
19/10/2001,8.8,4.5,13.7,1012.6,1012.3,1013.0,1018.8,1018.4,1019.1,-1.0,0.0,-1.0,-1.0
20/10/2001,9.9,6.3,13.7,1008.9,1007.2,1010.0,1015.0,1013.3,1016.1,-1.0,0.0,-1.0,-1.0
21/10/2001,9.7,7.0,13.9,1004.9,1004.5,1005.1,1011.0,1010.6,1011.3,-1.0,0.0,-1.0,-1.0
22/10/2001,10.0,6.2,12.8,1009.9,1007.6,1012.0,1016.0,1013.7,1018.1,-1.0,0.0,-1.0,-1.0
23/10/2001,8.7,4.8,11.2,1014.2,1013.6,1014.5,1020.3,1019.7,1020.6,-1.0,0.0,-1.0,-1.0
24/10/2001,9.6,8.0,12.1,1009.8,1009.1,1010.5,1015.9,1015.2,1016.7,-1.0,0.0,-1.0,-1.0
25/10/2001,11.5,10.1,12.4,1006.0,1004.1,1007.1,1012.1,1010.1,1013.2,-1.0,0.0,-1.0,-1.0
26/10/2001,11.6,10.8,12.7,997.6,995.6,999.3,1003.6,1001.6,1005.3,-1.0,0.0,-1.0,-1.0
27/10/2001,10.1,8.2,11.5,991.5,990.9,992.5,997.5,996.9,998.5,-1.0,0.0,-1.0,-1.0
28/10/2001,8.1,6.1,10.7,1003.5,999.9,1005.5,1009.7,1005.9,1011.7,-1.0,0.0,-1.0,-1.0
29/10/2001,9.9,5.6,10.8,991.6,985.3,995.0,997.6,991.3,1001.0,-1.0,0.0,-1.0,-1.0
30/10/2001,7.7,5.4,11.4,990.4,988.0,992.4,996.4,994.0,998.4,-1.0,0.0,-1.0,-1.0
31/10/2001,7.1,6.0,9.0,988.9,981.7,997.1,994.9,987.7,1003.2,-1.0,0.0,-1.0,-1.0
01/11/2001,6.2,3.5,7.8,1017.5,1013.6,1020.0,1023.8,1019.9,1026.3,-1.0,0.0,-1.0,-1.0
02/11/2001,10.4,4.7,11.3,1017.8,1015.5,1019.1,1024.0,1021.7,1025.3,-1.0,0.0,-1.0,-1.0
03/11/2001,9.3,7.4,11.5,1009.6,1006.5,1011.8,1015.8,1012.7,1017.9,-1.0,0.0,-1.0,-1.0
04/11/2001,5.9,0.9,9.8,996.0,994.8,996.9,1002.1,1000.9,1003.1,-1.0,0.0,-1.0,-1.0
05/11/2001,1.3,0.0,3.8,1003.7,1001.6,1005.3,1010.0,1007.9,1011.6,-1.0,0.0,-1.0,1.0
06/11/2001,1.6,0.0,3.5,993.5,992.2,994.5,999.7,998.4,1000.7,-1.0,0.0,-1.0,1.0
07/11/2001,2.2,-0.5,5.1,983.3,981.5,984.2,989.4,987.6,990.3,-1.0,0.0,-1.0,1.0
08/11/2001,0.7,-1.1,2.4,989.3,982.7,997.8,995.5,988.8,1004.0,-1.0,0.0,-1.0,1.0
09/11/2001,-0.1,-2.0,1.3,1011.1,1009.5,1012.0,1017.4,1015.9,1018.3,-1.0,0.0,-1.0,-1.0
10/11/2001,7.6,0.0,9.7,1002.4,1000.7,1004.5,1008.5,1006.8,1010.6,-1.0,0.0,-1.0,1.0
11/11/2001,5.1,3.6,8.9,1000.3,997.6,1002.7,1006.5,1003.8,1008.9,-1.0,0.0,-1.0,-1.0
12/11/2001,0.4,0.0,4.8,1002.8,1000.0,1005.6,1009.1,1006.3,1011.9,-1.0,0.0,-1.0,1.0
13/11/2001,0.6,-0.2,2.0,1012.4,1009.5,1015.6,1018.7,1015.8,1022.0,-1.0,0.0,-1.0,1.0
14/11/2001,-0.3,-3.7,2.3,1024.2,1023.3,1025.6,1030.6,1029.8,1032.0,-1.0,0.0,-1.0,1.0
15/11/2001,7.2,2.2,9.2,1016.7,1012.2,1020.8,1022.9,1018.3,1027.1,-1.0,0.0,-1.0,1.0
16/11/2001,4.7,3.2,6.3,1027.0,1026.2,1027.5,1033.4,1032.6,1033.9,-1.0,0.0,-1.0,-1.0
17/11/2001,8.0,5.1,8.9,1021.2,1020.2,1022.0,1027.5,1026.5,1028.3,-1.0,0.0,-1.0,-1.0
18/11/2001,6.3,5.5,7.6,1014.9,1014.7,1015.1,1021.2,1020.9,1021.4,-1.0,0.0,-1.0,-1.0
19/11/2001,3.6,1.5,6.1,1018.4,1017.9,1018.8,1024.7,1024.2,1025.1,-1.0,0.0,-1.0,-1.0
20/11/2001,4.7,0.9,6.3,1010.3,1006.0,1014.4,1016.6,1012.2,1020.7,-1.0,0.0,-1.0,-1.0
21/11/2001,6.3,3.5,8.9,992.9,990.2,997.9,999.0,996.3,1004.0,-1.0,0.0,-1.0,-1.0
22/11/2001,0.3,-1.0,5.4,999.7,994.3,1005.5,1006.0,1000.6,1011.8,-1.0,0.0,-1.0,1.0
23/11/2001,-0.9,-3.1,0.3,1010.7,1009.4,1011.4,1017.1,1015.7,1017.8,-1.0,0.0,-1.0,1.0
24/11/2001,4.1,-0.6,5.8,1005.8,1005.0,1006.5,1012.0,1011.2,1012.7,-1.0,0.0,-1.0,1.0
25/11/2001,7.3,5.0,9.4,995.5,992.6,998.9,1001.6,998.7,1005.0,-1.0,0.0,-1.0,-1.0
26/11/2001,3.1,1.8,7.9,999.3,996.6,1001.1,1005.5,1002.8,1007.4,-1.0,0.0,-1.0,-1.0
27/11/2001,5.1,1.3,6.7,991.1,986.8,995.5,997.2,992.8,1001.7,-1.0,0.0,-1.0,-1.0
28/11/2001,3.7,1.8,8.2,995.9,991.9,999.7,1002.1,998.1,1005.9,-1.0,0.0,-1.0,-1.0
29/11/2001,4.0,2.7,5.1,998.2,997.7,999.0,1004.4,1003.9,1005.2,-1.0,0.0,-1.0,-1.0
30/11/2001,7.2,4.4,9.7,999.8,996.7,1001.6,1005.9,1002.8,1007.7,-1.0,0.0,-1.0,-1.0
01/12/2001,7.9,7.0,10.0,996.2,995.5,996.8,1002.3,1001.6,1002.9,-1.0,0.0,-1.0,-1.0
02/12/2001,3.8,2.9,7.2,1018.3,1015.1,1020.1,1024.6,1021.4,1026.4,-1.0,0.0,-1.0,-1.0
03/12/2001,4.3,3.0,6.1,1016.0,1013.0,1017.8,1022.3,1019.3,1024.1,-1.0,0.0,-1.0,-1.0
04/12/2001,6.4,2.2,9.7,998.3,997.6,999.2,1004.5,1003.7,1005.3,-1.0,0.0,-1.0,-1.0
05/12/2001,2.3,1.8,4.8,1006.8,1005.0,1008.9,1013.1,1011.3,1015.2,-1.0,0.0,-1.0,1.0
06/12/2001,-0.1,-2.0,2.3,1022.0,1016.7,1026.7,1028.4,1023.1,1033.2,-1.0,0.0,-1.0,1.0
07/12/2001,2.9,-2.7,4.9,1028.2,1026.7,1029.3,1034.6,1033.1,1035.7,-1.0,0.0,-1.0,-1.0
08/12/2001,7.6,3.4,8.4,1026.4,1025.4,1027.3,1032.7,1031.7,1033.6,-1.0,0.0,-1.0,-1.0
09/12/2001,8.2,5.8,8.9,1030.4,1028.3,1032.3,1036.7,1034.6,1038.6,-1.0,0.0,-1.0,-1.0
10/12/2001,4.9,2.0,8.5,1034.9,1034.2,1035.3,1041.3,1040.5,1041.8,-1.0,0.0,-1.0,-1.0
11/12/2001,-0.3,-1.0,2.2,1033.5,1033.0,1033.7,1040.0,1039.5,1040.2,-1.0,0.0,-1.0,-1.0
12/12/2001,0.2,-1.8,2.2,1031.7,1031.4,1031.9,1038.2,1037.9,1038.4,-1.0,0.0,-1.0,-1.0
13/12/2001,0.3,-2.5,2.3,1032.5,1030.2,1035.0,1039.0,1036.7,1041.5,-1.0,0.0,-1.0,-1.0
14/12/2001,1.7,0.0,2.0,1035.8,1035.5,1036.1,1042.3,1042.0,1042.6,-1.0,0.0,-1.0,-1.0
15/12/2001,-0.6,-2.1,1.5,1037.4,1036.9,1038.1,1044.0,1043.4,1044.7,-1.0,0.0,-1.0,-1.0
16/12/2001,-0.4,-3.1,1.7,1034.2,1032.9,1035.4,1040.7,1039.4,1042.0,-1.0,0.0,-1.0,-1.0
17/12/2001,1.1,-3.5,3.6,1031.8,1031.4,1032.1,1038.3,1037.9,1038.6,-1.0,0.0,-1.0,-1.0
18/12/2001,2.8,0.0,5.0,1025.0,1020.8,1028.1,1031.4,1027.1,1034.5,-1.0,0.0,-1.0,-1.0
19/12/2001,1.0,-0.6,6.3,1007.0,1003.8,1011.9,1013.3,1010.1,1018.3,-1.0,0.0,-1.0,-1.0
20/12/2001,0.8,-4.1,4.8,1003.7,993.2,1014.9,1010.0,999.4,1021.3,-1.0,0.0,-1.0,1.0
21/12/2001,-0.8,-2.8,4.4,989.3,987.2,991.3,995.6,993.4,997.6,-1.0,0.0,-1.0,1.0
22/12/2001,-4.1,-7.0,-2.1,1002.9,997.9,1007.5,1009.3,1004.3,1014.0,-1.0,0.0,-1.0,-1.0
23/12/2001,-1.3,-8.3,0.9,994.7,987.0,1001.5,1001.0,993.2,1007.9,-1.0,0.0,-1.0,1.0
24/12/2001,1.1,0.0,3.3,980.0,976.1,983.4,986.1,982.2,989.5,-1.0,0.0,-1.0,1.0
25/12/2001,-1.6,-3.0,0.1,975.0,973.5,976.7,981.2,979.7,982.9,-1.0,0.0,-1.0,1.0
26/12/2001,-1.2,-2.9,1.2,985.8,982.6,988.5,991.9,988.7,994.7,-1.0,0.0,-1.0,1.0
27/12/2001,-5.3,-7.8,-1.3,990.1,989.6,990.7,996.5,995.9,997.1,-1.0,0.0,-1.0,1.0
28/12/2001,-6.1,-9.5,-5.1,985.8,983.7,988.6,992.2,990.0,994.9,-1.0,0.0,-1.0,-1.0
29/12/2001,-5.8,-8.5,-3.7,991.2,989.5,992.6,997.6,995.9,999.0,-1.0,0.0,-1.0,-1.0
30/12/2001,-6.5,-9.5,-4.3,1002.4,998.7,1006.0,1008.8,1005.2,1012.5,-1.0,0.0,-1.0,-1.0
31/12/2001,-4.0,-10.7,-2.6,1012.6,1010.7,1014.4,1019.1,1017.2,1020.8,-1.0,0.0,-1.0,1.0
01/01/2002,4.5,-2.9,6.4,1007.3,1005.0,1010.4,1013.5,1011.2,1016.7,-1.0,0.0,-1.0,1.0
02/01/2002,0.8,-1.8,3.0,1024.5,1021.4,1027.3,1030.9,1027.9,1033.7,-1.0,0.0,-1.0,-1.0
03/01/2002,2.2,0.9,3.0,1027.9,1027.6,1028.4,1034.3,1034.0,1034.8,-1.0,0.0,-1.0,1.0
04/01/2002,2.2,0.0,4.0,1024.9,1024.5,1025.3,1031.3,1030.9,1031.7,-1.0,0.0,-1.0,-1.0
05/01/2002,3.0,-0.2,3.9,1020.2,1018.4,1021.9,1026.6,1024.7,1028.3,-1.0,0.0,-1.0,-1.0
06/01/2002,4.7,3.4,6.4,1022.2,1020.3,1023.1,1028.5,1026.6,1029.4,-1.0,0.0,-1.0,-1.0
07/01/2002,3.4,0.6,4.7,1022.4,1021.7,1022.7,1028.7,1028.0,1029.1,-1.0,0.0,-1.0,-1.0
08/01/2002,5.5,4.4,6.2,1020.4,1020.2,1020.8,1026.7,1026.5,1027.1,-1.0,0.0,-1.0,-1.0
09/01/2002,1.6,-0.7,6.1,1022.9,1021.9,1023.8,1029.3,1028.2,1030.3,-1.0,0.0,-1.0,-1.0
10/01/2002,4.7,3.3,5.7,1020.5,1019.4,1021.5,1026.8,1025.7,1027.8,-1.0,0.0,-1.0,-1.0
11/01/2002,4.9,4.5,5.3,1014.6,1013.6,1015.5,1020.9,1019.9,1021.8,-1.0,0.0,-1.0,-1.0
12/01/2002,5.5,4.3,6.9,1013.4,1012.7,1013.8,1019.6,1018.9,1020.1,-1.0,0.0,-1.0,-1.0
13/01/2002,6.4,5.3,8.5,1009.2,1008.7,1009.6,1015.4,1014.9,1015.8,-1.0,0.0,-1.0,-1.0
14/01/2002,6.4,5.3,7.2,1007.2,1004.2,1009.1,1013.3,1010.3,1015.3,-1.0,0.0,-1.0,-1.0
15/01/2002,6.1,5.6,6.8,998.9,997.9,999.6,1005.0,1004.0,1005.7,-1.0,0.0,-1.0,-1.0
16/01/2002,5.5,3.6,6.8,998.6,996.0,1000.1,1004.8,1002.1,1006.3,-1.0,0.0,-1.0,-1.0
17/01/2002,6.1,4.5,6.5,997.5,995.4,999.2,1003.7,1001.5,1005.3,-1.0,0.0,-1.0,-1.0
18/01/2002,4.2,3.1,6.7,998.8,997.6,999.5,1005.0,1003.8,1005.7,-1.0,0.0,-1.0,-1.0
19/01/2002,4.0,3.0,4.6,987.5,986.3,989.8,993.6,992.4,995.9,-1.0,0.0,-1.0,-1.0
20/01/2002,5.0,3.8,7.2,982.5,975.4,989.1,988.6,981.4,995.1,-1.0,0.0,-1.0,-1.0
21/01/2002,4.1,2.5,6.4,987.6,984.1,989.8,993.7,990.2,995.9,-1.0,0.0,-1.0,-1.0
22/01/2002,6.6,2.9,7.6,973.3,971.7,974.9,979.2,977.6,980.8,-1.0,0.0,-1.0,-1.0
23/01/2002,-0.3,-1.3,6.3,981.9,980.0,984.4,988.0,986.1,990.6,-1.0,0.0,-1.0,-1.0
24/01/2002,-0.7,-1.6,0.3,980.3,976.5,984.9,986.5,982.6,991.1,-1.0,0.0,-1.0,1.0
25/01/2002,-3.0,-5.1,-0.1,998.5,995.9,1000.5,1004.8,1002.3,1006.8,-1.0,0.0,-1.0,1.0
26/01/2002,-1.7,-3.1,-0.9,981.7,979.0,983.6,987.9,985.2,989.8,-1.0,0.0,-1.0,1.0
27/01/2002,-3.0,-4.7,-0.4,987.4,981.2,992.3,993.7,987.4,998.7,-1.0,0.0,-1.0,1.0
28/01/2002,4.9,-3.5,7.1,968.5,963.5,972.9,974.4,969.5,978.9,-1.0,0.0,-1.0,1.0
29/01/2002,1.0,-0.6,5.7,993.4,986.1,997.3,999.6,992.3,1003.6,-1.0,0.0,-1.0,1.0
30/01/2002,1.1,-2.3,3.1,995.4,988.4,1000.5,1001.6,994.6,1006.8,-1.0,0.0,-1.0,1.0
31/01/2002,5.8,2.7,7.0,989.7,987.0,992.5,995.8,993.0,998.6,-1.0,0.0,-1.0,1.0
01/02/2002,4.4,2.6,6.2,985.0,980.4,990.5,991.1,986.5,996.6,-1.0,0.0,-1.0,-1.0
02/02/2002,8.1,5.3,9.3,987.3,985.8,989.9,993.3,991.8,995.9,-1.0,0.0,-1.0,-1.0
03/02/2002,7.1,5.1,8.8,993.7,988.6,996.6,999.8,994.6,1002.7,-1.0,0.0,-1.0,-1.0
04/02/2002,3.9,2.9,7.9,989.1,986.1,991.7,995.2,992.2,997.8,-1.0,0.0,-1.0,-1.0
05/02/2002,5.4,3.0,7.2,975.7,971.4,978.7,981.7,977.4,984.7,-1.0,0.0,-1.0,-1.0
06/02/2002,4.0,3.0,6.9,986.5,983.4,989.8,992.6,989.5,995.9,-1.0,0.0,-1.0,-1.0
07/02/2002,2.5,-0.8,4.7,992.9,988.1,996.2,999.1,994.3,1002.4,-1.0,0.0,-1.0,-1.0
08/02/2002,5.9,1.7,7.2,988.2,981.7,991.8,994.3,987.7,997.9,-1.0,0.0,-1.0,-1.0
09/02/2002,5.8,4.5,6.6,970.6,968.5,973.3,976.5,974.4,979.2,-1.0,0.0,-1.0,-1.0
10/02/2002,4.0,2.1,6.2,980.5,978.6,981.9,986.6,984.6,988.0,-1.0,0.0,-1.0,-1.0
11/02/2002,3.1,0.4,7.3,968.7,962.6,978.1,974.7,968.6,984.2,-1.0,0.0,-1.0,1.0
12/02/2002,2.3,-0.2,5.5,985.0,977.9,992.6,991.1,984.0,998.8,-1.0,0.0,-1.0,1.0
13/02/2002,0.9,-1.1,3.6,1012.5,1005.2,1019.1,1018.9,1011.6,1025.5,-1.0,0.0,-1.0,-1.0
14/02/2002,0.2,-4.2,3.0,1020.8,1017.4,1022.8,1027.2,1023.8,1029.3,-1.0,0.0,-1.0,-1.0
15/02/2002,5.7,2.1,7.8,1019.2,1016.5,1020.8,1025.5,1022.8,1027.1,-1.0,0.0,-1.0,1.0
16/02/2002,6.0,5.3,7.0,1013.9,1009.8,1017.3,1020.2,1016.0,1023.6,-1.0,0.0,-1.0,-1.0
17/02/2002,4.0,2.6,6.6,1004.4,1003.1,1005.1,1010.6,1009.4,1011.3,-1.0,0.0,-1.0,-1.0
18/02/2002,0.7,-1.8,3.4,991.7,990.2,993.9,997.9,996.5,1000.0,-1.0,0.0,-1.0,1.0
19/02/2002,-2.6,-3.4,0.5,992.2,990.5,993.9,998.5,996.8,1000.2,-1.0,0.0,-1.0,1.0
20/02/2002,-3.7,-6.6,-0.4,988.7,984.5,994.2,995.0,990.9,1000.5,-1.0,0.0,-1.0,1.0
21/02/2002,-2.8,-8.2,1.6,995.3,986.4,1001.8,1001.7,992.6,1008.3,-1.0,0.0,-1.0,-1.0
22/02/2002,2.4,0.0,4.4,958.9,956.9,962.9,964.9,962.9,968.9,-1.0,0.0,-1.0,1.0
23/02/2002,-0.1,-1.5,2.0,972.0,967.1,976.8,978.1,973.2,983.0,-1.0,0.0,-1.0,1.0
24/02/2002,-2.1,-3.4,-0.4,987.1,985.2,988.7,993.3,991.4,994.9,-1.0,0.0,-1.0,1.0
25/02/2002,-0.2,-5.0,1.3,987.6,986.7,988.8,993.8,992.9,995.0,-1.0,0.0,-1.0,1.0
26/02/2002,0.1,-1.1,2.0,970.7,968.7,973.4,976.8,974.8,979.6,-1.0,0.0,-1.0,1.0
27/02/2002,0.7,-0.5,1.6,970.0,967.8,972.2,976.1,973.9,978.3,-1.0,0.0,-1.0,1.0
28/02/2002,-0.3,-1.4,0.5,981.4,975.4,987.6,987.6,981.6,993.8,-1.0,0.0,-1.0,1.0
01/03/2002,-0.8,-4.2,3.1,1001.9,998.6,1003.7,1008.2,1005.0,1010.0,-1.0,0.0,-1.0,1.0
02/03/2002,-2.2,-3.0,1.1,997.4,994.1,1000.3,1003.7,1000.4,1006.6,-1.0,0.0,-1.0,1.0
03/03/2002,-0.8,-4.4,3.8,993.7,992.6,995.3,1000.0,998.8,1001.5,-1.0,0.0,-1.0,1.0
04/03/2002,3.9,0.3,5.9,992.7,987.3,996.7,998.8,993.4,1002.9,-1.0,0.0,-1.0,1.0
05/03/2002,2.6,0.0,5.3,986.0,982.9,990.6,992.1,989.0,996.7,-1.0,0.0,-1.0,1.0
06/03/2002,-0.4,-1.4,1.7,969.0,966.7,970.3,975.1,972.8,976.5,-1.0,0.0,-1.0,1.0
07/03/2002,0.6,-2.2,3.3,986.7,979.5,996.5,992.9,985.7,1002.7,-1.0,0.0,-1.0,1.0
08/03/2002,1.8,-1.8,5.6,998.3,990.7,1005.5,1004.5,996.8,1011.8,-1.0,0.0,-1.0,1.0
09/03/2002,2.4,1.0,5.2,982.9,979.9,986.0,989.0,985.9,992.2,-1.0,0.0,-1.0,1.0
10/03/2002,0.6,-0.9,2.5,991.7,985.6,995.9,998.0,991.8,1002.1,-1.0,0.0,-1.0,1.0
11/03/2002,3.8,-1.1,6.2,988.9,984.9,991.9,995.0,991.0,998.0,-1.0,0.0,-1.0,1.0
12/03/2002,3.7,0.5,5.0,993.3,991.7,994.5,999.4,997.8,1000.6,-1.0,0.0,-1.0,1.0
13/03/2002,1.9,-0.6,5.3,1010.8,1006.9,1013.9,1017.1,1013.3,1020.2,-1.0,0.0,-1.0,-1.0
14/03/2002,1.0,-3.7,5.9,1021.4,1019.8,1022.3,1027.7,1026.2,1028.6,-1.0,0.0,-1.0,-1.0
15/03/2002,1.5,-5.0,8.7,1021.7,1018.9,1023.5,1028.1,1025.2,1030.0,-1.0,0.0,-1.0,-1.0
16/03/2002,2.7,-0.9,5.9,1010.7,1008.0,1013.3,1017.0,1014.3,1019.6,-1.0,0.0,-1.0,-1.0
17/03/2002,4.8,1.7,6.3,1001.9,999.2,1004.1,1008.1,1005.4,1010.3,-1.0,0.0,-1.0,1.0
18/03/2002,3.7,2.9,4.5,989.8,986.5,992.5,995.9,992.6,998.6,-1.0,0.0,-1.0,-1.0
19/03/2002,2.1,0.0,4.8,983.2,981.8,985.0,989.3,987.9,991.2,-1.0,0.0,-1.0,1.0
20/03/2002,2.4,0.8,4.5,996.7,992.7,1000.2,1003.0,998.9,1006.5,-1.0,0.0,-1.0,-1.0
21/03/2002,1.5,-3.0,5.2,1004.2,1003.6,1004.5,1010.4,1009.9,1010.7,-1.0,0.0,-1.0,0.0
22/03/2002,2.2,-2.3,6.9,1013.8,1009.2,1018.2,1020.1,1015.6,1024.5,-1.0,0.0,-1.0,1.0
23/03/2002,2.6,-2.3,7.3,1029.0,1026.9,1030.5,1035.4,1033.4,1036.9,-1.0,0.0,-1.0,-1.0
24/03/2002,3.0,-0.5,6.1,1028.7,1026.5,1030.6,1035.1,1032.9,1037.1,-1.0,0.0,-1.0,-1.0
25/03/2002,1.8,0.5,3.6,1019.1,1017.1,1021.0,1025.5,1023.5,1027.4,-1.0,0.0,-1.0,1.0
26/03/2002,3.8,0.7,7.7,1021.5,1020.0,1022.7,1027.8,1026.4,1029.0,-1.0,0.0,-1.0,1.0
27/03/2002,4.7,2.2,6.6,1019.9,1019.5,1020.5,1026.2,1025.8,1026.8,-1.0,0.0,-1.0,-1.0
28/03/2002,5.6,4.6,6.7,1018.3,1018.1,1018.7,1024.6,1024.4,1024.9,-1.0,0.0,-1.0,-1.0
29/03/2002,3.9,3.1,6.1,1017.9,1017.6,1018.2,1024.2,1023.9,1024.5,-1.0,0.0,-1.0,-1.0
30/03/2002,3.1,-1.6,9.1,1010.2,1007.9,1012.6,1016.5,1014.1,1019.0,-1.0,0.0,-1.0,-1.0
31/03/2002,7.5,3.1,11.0,1004.8,1003.9,1005.6,1010.9,1010.0,1011.8,-1.0,0.0,-1.0,-1.0
01/04/2002,7.8,3.6,10.2,1004.6,1004.2,1005.1,1010.7,1010.3,1011.2,-1.0,0.0,-1.0,-1.0
02/04/2002,9.1,7.0,13.1,1011.2,1009.0,1012.5,1017.3,1015.2,1018.6,-1.0,0.0,-1.0,-1.0
03/04/2002,13.3,9.8,16.4,1016.2,1015.4,1016.8,1022.3,1021.5,1022.8,-1.0,0.0,-1.0,-1.0
04/04/2002,8.3,4.0,14.0,1014.8,1014.2,1015.6,1021.0,1020.4,1021.9,-1.0,0.0,-1.0,-1.0
05/04/2002,6.6,2.7,10.1,1018.8,1016.8,1020.3,1025.1,1023.1,1026.6,-1.0,0.0,-1.0,-1.0
06/04/2002,5.4,2.4,7.3,1020.0,1018.3,1021.2,1026.2,1024.5,1027.5,-1.0,0.0,-1.0,-1.0
07/04/2002,6.7,1.4,11.6,1018.3,1016.3,1019.7,1024.5,1022.6,1025.9,-1.0,0.0,-1.0,-1.0
08/04/2002,5.6,3.2,8.5,1019.1,1018.6,1019.3,1025.3,1024.9,1025.6,-1.0,0.0,-1.0,-1.0
09/04/2002,5.7,3.5,9.4,1020.7,1019.5,1021.7,1027.0,1025.8,1028.0,-1.0,0.0,-1.0,-1.0
10/04/2002,5.7,4.0,7.5,1021.4,1019.1,1023.0,1027.7,1025.3,1029.3,-1.0,0.0,-1.0,-1.0
11/04/2002,6.1,4.2,8.9,1010.9,1007.8,1013.7,1017.1,1014.0,1020.0,-1.0,0.0,-1.0,-1.0
12/04/2002,5.8,3.4,7.9,1002.6,1002.1,1003.1,1008.7,1008.2,1009.3,-1.0,0.0,-1.0,-1.0
13/04/2002,6.7,1.7,12.1,1001.8,1001.7,1002.1,1008.0,1007.8,1008.2,-1.0,0.0,-1.0,-1.0
14/04/2002,6.8,3.6,10.6,1004.6,1003.0,1006.4,1010.7,1009.1,1012.6,-1.0,0.0,-1.0,-1.0
15/04/2002,7.9,5.3,12.0,1011.4,1010.9,1011.7,1017.6,1017.2,1017.8,-1.0,0.0,-1.0,-1.0
16/04/2002,7.4,5.4,10.9,1013.4,1013.1,1013.8,1019.6,1019.3,1020.0,-1.0,0.0,-1.0,-1.0
17/04/2002,6.1,0.9,10.6,1013.5,1013.2,1013.8,1019.7,1019.4,1020.1,-1.0,0.0,-1.0,-1.0
18/04/2002,7.6,5.0,11.8,1012.2,1012.0,1012.4,1018.4,1018.2,1018.5,-1.0,0.0,-1.0,-1.0
19/04/2002,8.1,4.7,11.7,1015.8,1014.8,1016.9,1022.0,1021.1,1023.1,-1.0,0.0,-1.0,-1.0
20/04/2002,7.4,3.9,10.1,1023.4,1021.5,1025.1,1029.7,1027.8,1031.4,-1.0,0.0,-1.0,-1.0
21/04/2002,8.4,4.9,10.7,1024.2,1021.5,1026.2,1030.4,1027.7,1032.5,-1.0,0.0,-1.0,-1.0
22/04/2002,8.3,7.3,10.8,1011.1,1008.8,1014.2,1017.3,1015.0,1020.3,-1.0,0.0,-1.0,-1.0
23/04/2002,8.3,7.3,9.7,1013.1,1011.0,1014.2,1019.3,1017.2,1020.4,-1.0,0.0,-1.0,-1.0
24/04/2002,9.1,7.7,11.2,1016.3,1014.6,1018.0,1022.5,1020.7,1024.2,-1.0,0.0,-1.0,-1.0
25/04/2002,8.6,7.4,9.9,1007.4,1006.6,1008.1,1013.6,1012.7,1014.3,-1.0,0.0,-1.0,-1.0
